name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Aishwarya Nag,Aishwarya Nag,3 February 1987,,160 cm,50 kg,Dark Brown,Black,Aquarius,Bengaluru_Karnataka_India,Indian,Graduate,Hinduism,,Listening to music,Unmarried,,,images/Aishwarya_Nag.jpg
Aishwarya Rajesh,Aishwarya Rajesh,10 January 1990,, 168 cm, 55 kg,,,Capricorn,Chennai_Tamil Nadu_India,Indian,,Hindu,,Dancing_singing,Unmarried,,,images/Aishwarya_Rajesh.jpg
Ambika Anand,Ambika Anand,15 September 1980,,170 cm,50 kg,Light Brown,Dark Brown,Virgo,New Delhi_India,Indian,Diploma Degree in Economics from the Cardiff Business School,Hinduism,,Travelling_Reading,Not Known,,,images/Ambika_Anand.jpg
Akanksha Juneja,Akanksha Juneja,30 March 1990,,-160 cm,-50 kg,Black,Black,Aries,Delhi_India,Indian,,Hinduism,,Swimming,Unmarried,,,images/Akanksha_Juneja.jpg
Aksha Pardasany,Aksha Pardasany,8 November 1991,,165 cm,70 kg,Dark Brown,Black-Brown (Dyed),Scorpio,Mumbai_India,Indian,Graduate,Hinduism,,Dancing,Unmarried,,,images/Aksha_Pardasany.jpg
Aishwarya Arjun,Aishwarya Arjun,10 February 1990,, 163 cm, 52 kg,Dark Brown,Black,Aquarius,Chennai_Tamil Nadu_India,Indian,,Hindu,,Not Known,Unmarried,,,images/Aishwarya_Arjun.jpg
Aditi Rao,Aditi Rao,28 October 1986,,165 cm,52 kg,Dark Brown,Black,Scorpio,Hyderabad_Andhra Pradesh_India (now in Telangana),Indian ,Graduated,Not Known (Her father was a Muslim and her mother is a Hindu),,Yoga _dancing_singing,Separated,60-70 lakh/film (INR),$7 million,images/Aditi_Rao.jpg
Aishwarya Devan,Aishwarya Devan,21 December 1993,,163 cm,55 kg,Black,Black,Sagittarius,Bengaluru_Karnataka_India,Indian,Bachelor of Arts (B.A.) in English literature,Hinduism,,Travelling,Unmarried,,,images/Aishwarya_Devan.jpg
Aindrita Ray,Aindrita Ray,4 April 1985,, 165 cm, 53 kg,Dark Brown,Black,Aries,Bangalore_Karnataka_India,Indian,,Hindu,,Not Known,Unmarried,,,images/Aindrita_Ray.jpg
Adah Sharma,Adah Sharma,11 May 1992,,170 cm,53 Kg,Black,Black,Taurus,Palakkad_Kerala_India,Indian,Graduate in Kathak,Hinduism,,Watching movies_Writing evil poems_Mimicking people_Playing piano,Unmarried,,,images/Adah_Sharma.jpg
Aditi Sharma,Aditi Sharma,24 August 1983,, 160 cm, 54 kg,,,Virgo,Lucknow_Uttar Pradesh_India,Indian,,Hindu,,Watching movies_dancing_listening music,Married,,,images/Aditi_Sharma.jpg
Abhirami Suresh,Abhirami Suresh,9 October 1995 (Monday),,163 cm,,Black,Brown,Libra,Kochi_Kerala_India,Indian,,,"Non-Vegetarian,
",Swimming_Reading Books_Playing the Guitar,Unmarried,,,images/Abhirami_Suresh.jpg
Aamna Sharif,Aamna Sharif,16 July 1982,,-163 cm,-55 kg,Black,Black,Cancer,Mumbai_Maharashtra_India,Indian,,Islam (converted to Hinduism for marriage),,Travelling,Married,,,images/Aamna_Sharif.jpg
Vikas Khanna,Vikas Khanna,14 November 1971,,180 cm,82 kg,Black,Black,Scorpio,Amritsar_Punjab_India,Indian,Degree in Hospitality Management,Hinduism,,Doing yoga_listening to music,Unmarried,,,images/Vikas_Khanna.jpg
Rohan Bopanna,Rohan Bopanna,4 March 1980,,185 cm,87 kg (in 2015),Brown,Black,Pisces,Coorg (now Kodagu)_Karnataka,Indian,Not Known,Hinduism,,Music_Traveling_Playing Golf,Married,,$3.2 Million,images/Rohan_Bopanna.jpg
Harmanpreet Kaur,Harmanpreet Kaur,8 March 1989,,160 cm,54 kg,Black,Black,Pisces,Moga_Punjab_India,Indian,Not Known,Sikhism,,Driving_Listening to Music,Unmarried,,,images/Harmanpreet_Kaur.jpg
Karan Kundra,Karan Kundra,11 October 1984,,183 cm,70 kg,Black,Black,Libra,Jalandhar_Punjab_India,Indian ,MBA,Hindu,,Reading_martial arts and collecting sunglasses,Unmarried,"50,000/ day (INR)",Not Known,images/Karan_Kundra.jpg
Kalki Koechlin,Kalki Koechlin,10 January 1984,36 Years,170 cm,53 Kg,Amber,Light Brown,Capricorn,Ooty_Tamil Nadu_India,Indian,Studied Drama and Theatre,Hinduism,,Dancing_reading ,Divorced,,,images/Kalki_Koechlin.jpg
Mithali Raj,Mithali Dorai Raj,3 December 1982,,163 cm,,Black,Black,Sagittarius,Secunderabad_India,Indian,12th Standard,Hinduism,,Dancing_Reading,Unmarried,Rs 50 lakh/annual,,images/Mithali_Raj.jpg
Remo D’Souza,Remo D’Souza,2 April 1972,,170 cm,60 kg,Brown,Black,Aries,Jamnagar_Gujarat_India,Indian ,Applied Mathematics,Christianity (converted from Hinduism),,Dancing,Married,2-3 lakhs/episode (INR),,images/Remo_D’Souza.jpg
Mary Kom,Chungneijang Mary Kom Hmangte,1 March 1983,,160 cm,50 kg,Black,Brown,Pisces,Kangathei_Manipur_India,Indian,Graduate,Christianity,,Martial Arts_Travelling_Watching TV_Singing,Married,,,images/Mary_Kom.jpg
Raveena Tandon,Raveena Tandon,26 October 1974,,168 cm,60 kg,Black,Black,Scorpio,Mumbai_Maharashtra_India,Indian,B.A. dropout,Hinduism,,Reading_Dancing,Married,1-2 crore/film (INR),$7 million,images/Raveena_Tandon.jpg
Smriti Mandhana,Smriti Mandhana,18 July 1996,,163 cm,55 kg,Black,Black,Cancer,Sangli_Maharashtra_India,Indian,Not Known,Hinduism,,Listening to Music,Unmarried,,,images/Smriti_Mandhana.jpg
Siva Balaji,Siva Balaji,14 October 1980,,173 cm,70 kg,Dark Brown,Black,Libra,Chennai_India,Indian,"Graduate, Diploma in acting",Hinduism,,Writing_Playing Cricket. Travelling,Married,,,
Saina Nehwal,Saina Nehwal,17 March 1990,,168 cm,,Brown,Black,Pisces,Hisar_Haryana_India,Indian,12th Standard,Hinduism,,Travelling,Married,,,
Bharti Singh,Bharti Singh,3 July 1984,,152 cm,85 kg,Dark Brown,Black,Aries,Amritsar_Punjab_India,Indian,"• Bachelor of Arts (B. A.),
• Postgraduate in History",Hinduism,Non-Vegetarian,Travelling_Listening to Music,Married,₹6-7 lakhs/show,,images/Bharti_Singh.jpg
Zoya Akhtar,Zoya Akhtar,14 October 1972,,160 cm,65 kg,Dark Brown,Black,Libra,Mumbai_India,Indian,Bachelor of Arts,Agnosticism,,Writing_Reading_Travelling,Unmarried,,$10 million,images/Zoya_Akhtar.jpg
Sunil Chhetri,Sunil Chhetri,3 August 1984,,170 cm,62 kg,Dark Brown,Black,Leo,Secunderabad_India,Indian,Not Known,Hinduism,,Listening Music_Playing Cricket_Badminton and Tennis ,Unmarried,"$110,008 ",$1 Million,images/Sunil_Chhetri.jpg
Malaika Arora,Malaika Arora,23 October 1973 ,,161 cm,,Light Brown,Black,Libra,Bengaluru_Karnataka_India,Indian,Degree in Economics and a minor in Communications,Hinduism,,"Gardening_Jogging,Swimming and Yoga ",Divorced,1.75 crore/song (INR),$10 million,images/Malaika_Arora.jpg
Ali Abbas,Ali Abbas,17 January 1982,,170 cm,70 kg,Black,Black,Capricon,Dehradun_Uttrakhand,Indian,Graduation (Chemistry Major),Islam,Non-Vegetarian,Watching Movies_Listening to Music,Unmarried,,₹70 Crore ($10 Million),images/Ali_Abbas.jpg
Sushant Singh,Sushant Singh,21 January 1986 (Tuesday),,178 cm,,Dark Brown,Black,Aquarius,Maldiha_Purnea_Bihar,Indian,"12th Standard,
,
, Sushant is a Mechanical Engineering dropout.",Hinduism,Non-Vegetarian ,Dancing_Playing Video Games,Unmarried,Rs. 5-6 Crore/film,,images/Sushant_Singh.jpg
Kangana Ranaut,Kangana Amardeep Ranaut,23 March 1986,,168 cm,55 kg,Dark Brown,Black,Aries,Bhambla_Himachal Pradesh_India,Indian,12th standard,Hinduism,Non-Vegetarian,Cooking_Reading_Writing_Doing Yoga_Listening to Music,Unmarried,Rs. 14 crore/film (as in 2019),$10 million (as in 2017),images/Kangana_Ranaut.jpg
Anil Kapoor,Anil Kapoor,24 December 1956 ,,178 cm,70 kg,Dark Brown,Black,Capricorn ,Mumbai_Maharashtra_India,Indian,12th Standard (Expelled from college due to lack of attendance),Hinduism,Non-Vegetarian,Painting_Gymming_Travelling,Married,₹3-4 Crore/film,₹120 Crores ($18 Million),images/Anil_Kapoor.jpg
Vicky Kaushal,Vicky Kaushal,16 May 1988 ,,191 cm,80 kg,Dark Brown,Black,Taurus,Mumbai_Maharashtra_India,Indian ,Bachelor's degree in Electronics and Telecommunications,Hinduism,Non-vegetarian,Dancing_Travelling_Reading_Gymming,Unmarried,₹3 crore/film (as in 2018),,images/Vicky_Kaushal.jpg
Saif Ali,Saif Ali,16 August 1970,,173 cm,,Brown,Black,Leo,Mumbai_Maharashtra_India,Indian ,Graduate,Islam,Non-Vegetarian,Reading Novels_Playing the Guitar_Travelling_Fishing_Trekking,Married,Rs. 21 Crore (as in 2016),Rs. 940 Crore ($140 Million),images/Saif_Ali.jpg
Dhanush (Actor),Dhanush (Actor),28 July 1983,,173 cm,70 kg,Black,Black,Leo,Chennai_Tamil Nadu_India,Indian,BCA (Correspondence),Hinduism,Vegetarian,Playing Snooker & Table Tennis_Reading Novels_Writing,Married,₹10-15 crore/film,$15 million (As in 2016),images/Dhanush_(Actor).jpg
Arjun Kapoor,Arjun Kapoor,26 June 1985,,183 cm,85 kg,Dark Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian,12th fail,Hinduism,Non-Vegetarian,Playing Football & Video Games_Travelling,Unmarried,₹5-7 Crore/film,₹67 Crore ($10 Million),images/Arjun_Kapoor.jpg
Sara Ali,Sara Ali,12 August 1993,,165 cm,50 kg,Dark Brown,Black,Leo,Mumbai_Maharashtra_India,Indian,Graduation in History and Political Science,Islam,Non-Vegetarian,Travelling_Playing Tennis_Dancing,Unmarried,,,images/Sara_Ali.jpg
Kartik Aaryan,Kartik Aaryan,22 November 1988 ,,183 cm,kg,Dark Brown,Black,Scorpio,Gwalior_Madhya Pradesh_India,Indian,B.Tech in Biotechnology,Hinduism,Vegetarian,Playing Video Games_Photography_Writing_Watching Football & Table Tennis,Unmarried,₹3 crore/film (as in 2018) ,,images/Kartik_Aaryan.jpg
Sanjeev Kapoor,Sanjeev Kapoor,10 April 1964,,178 cm,72 kg,Black,Black,Aries,Ambala_Haryana_India,Indian ,Hotel Management ,Hindu,,Travelling,Married,Not Known,$2 million,images/Sanjeev_Kapoor.jpg
Taapsee Pannu,Taapsee Pannu,1 August 1987,,165 cm,,Dark Brown,Black,Leo,Ludhiana_Punjab_India ,Indian,B.Tech in Computer Science,Sikhism,Vegetarian,Reading_Riding Bikes_Playing Squash_Dancing,Unmarried,₹60-70 lakh/movie,₹6 Crore ($1 million),images/Taapsee_Pannu.jpg
Kuldeep Yadav,Kuldeep Yadav,14 December 1994,,168 cm,61 kg,Dark Brown,Black,Sagittarius,Kanpur_Uttar Pradesh,Indian,Not Known,Hinduism,,Watching Football_Travelling,Unmarried,,,images/Kuldeep_Yadav.jpg
Mammootty (Actor),Mammootty (Actor),7 September 1951,,178 cm,85 kg,Ligh Brown,Black,Virgo,Chempu_Kottayam_Kerala_India,Indian,LLB ,Islam,,Writing,Married,3 Crore/film (INR),Not Known,images/Mammootty_(Actor).jpg
Rohit Shetty,Rohit Shetty,14 March 1973,,185 cm,80 kg,Black,Black,Pisces,Mangalore_Karnataka_India,Indian ,N/A,Hindu,,Gyming ,Married,25 Crore (INR),Not Known,images/Rohit_Shetty.jpg
Sonakshi Sinha,Sonakshi Sinha,2 June 1987,,169 cm,70 kg,Dark Brown,Black,Gemini,Patna_Bihar_India,Indian,Graduate in Fashion Designing,Hindu,,Photography_reading_yoga and dancing,Unmarried,"4 crore/film (INR),
","$10 million,
",
Mahesh Babu,Mahesh Babu,9 August 1975,,188 cm,70 kg,Brown,Black,Leo,Chennai_Tamil Nadu_India,Indian ,Bachelor of Commerce ,Hindu,,Reading_jogging_playing video games,Married,20 Crore/film (INR),$ 20 million,images/Mahesh_Babu.jpg
S. Shankar,Shankar Shanmugam,17 August 1963,,175 cm,85 kg,Black,Black,Leo,Kumbakonam_Tamil Nadu,Indian,Diploma in Mechanical Engineering ,Hinduism,,Listening to Music_Watching Movies_Travelling,Married,,₹116 Crore,images/S._Shankar.jpg
Kamal Haasan,Kamal Haasan,7 November 1954,,170 cm,,Black,Black,Scorpio,Chennai_Tamil Nadu_India,Indian ,Not Known,Hinduism,,Reading,Divorced,30 crore/film (INR),$100 million,images/Kamal_Haasan.jpg
Badshah (Singer),Badshah (Singer),19 November 1985,,178 cm,84 kg,Black,Black,Scorpio,New Delhi_India,Indian ,College dropout (Civil Engineering),Hinduism,,Watching Movies_Travelling_Shopping_Spending time with his Family,Married,,,images/Badshah_(Singer).jpg
Kapil Sharma,Kapil Sharma,2 April 1981,,175 cm,80 kg,Black,Black,Aries,Amritsar_Punjab_India,Indian ,Graduate,Hinduism,,Singing,Married,₹60-80 lakh/episode,$10 million,images/Kapil_Sharma.jpg
Vijay (Actor),Vijay (Actor),22 June 1974,,178 cm,73 kg,Brown,Black,Cancer,Chennai_India,Indian ,Dropout,Christianity ,,Stunts_dancing and singing,Married,20 Crore (INR),Not Known,images/Vijay_(Actor).jpg
Sunny Leone,Sunny Leone,13 May 1981,,163 cm,,Brown,Black,Taurus,Southern California_USA,Indian,"Pediatric Nursing,
",Sikhism,,Horse riding_sky diving_abstract paintings_reading_travelling_cooking,Married ,"INR 5-6 crore/film,
","$3 million,
",images/Sunny_Leone.jpg
Karan Johar,Karan Dharma Kama Johar,25 May 1972,,178 cm,70 kg,Dark Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian ,M. A. in French,Hinduism,Non-Vegetarian,Collecting Old Things and Antiques,Unmarried,₹6-8 crore/TV show season,₹835 Crore ($172 million),images/Karan_Johar.jpg
Guru Randhawa,Gursharanjot Randhawa,30 August 1991 (Friday),,173 cm,65 kg,Black,Black,Virgo,Rurka Kalan_Punjab_India,Indian,Masters in Business Administration,Sikhism,Non-Vegetarian ,Playing Cricket_Football_Travelling,Unmarried,,,images/Guru_Randhawa.jpg
Ravindra Jadeja,Ravindrasinh Anirudhsinh Jadeja,6 December 1988,,170 cm,60 kg,Black,Black,Sagittarius,Jamnagar_Gujarat_India,Indian,Not Known,Hinduism,,Horse Riding_Driving fast cars,Married,"Rs. 25 Lakh per annum (Retainership Fees),
Rs 7 lakh (per test match),
Rs 4 lakh (per one day match),
Rs 2 lakh (per T20 match)",$3 million ,images/Ravindra_Jadeja.jpg
Ajith Kumar,Ajith Kumar,1 May 1971,, 175 cm, 80 kg ,Brown,Salt & Pepper,Taurus,Secunderabad_Hyderabad_Telangana_India,Indian,,Hinduism,,Racing_photography_reading biographies_playing cricket,Married, 25-30 crore/film (INR),$2 million,images/Ajith_Kumar.jpg
John Abraham,John Abraham,17 December 1972,,183 cm,95 kg,Black,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,"B.A. in Economics from Jai Hind College, University of Mumbai,
MBA from Mumbai Educational Trust",Christianity,Non-Vegetarian (Pescetarian and Eggetarian),Biking and Gymming ,Married,₹11 Crore/film,₹168 Crore,images/John_Abraham.jpg
"Prabhas Height,","Prabhas Height,","23 October 1979,
",,185 cm,95 kg,Brown,Black,Libra,Hyderabad_India,Indian ,B.Tech ,Hinduism,,Playing volleyball_reading,Unmarried,"₹24 crore/film (for Baahubali series),
","$12 million,
","images/Prabhas_Height,.jpg"
Tiger Shroff,Tiger Shroff,2 March 1990,,175 cm,70 kg,Light Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian,12th Standard (University drop-out),Hinduism,Non-Vegetarian,Dancing_Performing Martial Arts_Working Out At Gym,Unmarried,₹5 crore/film ,₹50 crore,images/Tiger_Shroff.jpg
Disha Patani,Disha Patani,"• , 13 June 1992,
• , 27 July 1995",,170 cm,50 kg,Dark Brown,Dark Brown,Gemini,Tanakpur_Uttarakhand_India,Indian,College Drop-out (in the second year of B.Tech CSE),Hinduism,,Travelling_Dancing,Unmarried,Rs. 17 Crore (annual),Rs. 55 Crore (as in 2018),images/Disha_Patani.jpg
Parineeti Chopra,Parineeti Chopra,22 October 1988 ,,165 cm,,Brown,Black,Libra,Ambala_Haryana_India,Indian,"Honours Degree in Business, Finance and Economics",Hinduism,,Dancing_singing_meditation_reading_swimming and workout,Unmarried,"₹2-4 crore/film,
","$7 million,
",
Ranbir Kapoor,Ranbir Raj Kapoor,28 September 1982,,183 cm,78 kg,Dark Brown,Black,Libra,Mumbai_Maharashtra_India,Indian,A Course on film making from the School of Visual Arts,Hinduism,Non-Vegetarian,Playing Football_Travelling and Watching Movies,Unmarried,₹20-25 Crore/film,₹307 Crore ($39 Million),images/Ranbir_Kapoor.jpg
KL Rahul,Kannur Lokesh Rahul,18 April 1992,,180 cm,75 kg,Brown,Black,Aries,Bengaluru_Karnataka_India,Indian,Bachelor of Commerce (B.Com),Hinduism,Non-vegetarian,Tattooing_Playing (tennis_football)_Listening to music _Playing on PlayStation,Unmarried,"- ₹3 crore ,
,- ₹15 lakh ,
,- ₹6 lakh ,
,- ₹3 lakh,
,- ₹11 crore",,images/KL_Rahul.jpg
Shikhar Dhawan,Shikhar Dhawan,5 December 1985,,180 cm,80 kg,Dark Brown,Black,Sagittarius,Delhi_India,Indian,12th standard,Hinduism,Non-Vegetarian,Doing yoga_Swimming_Reading_Playing table tennis and badminton,Married,"- ₹7 crore ,
,- ₹15 lakh ,
,- ₹6 lakh ,
,- ₹3 lakh,
,- ₹5.2 crore",₹75 crore,images/Shikhar_Dhawan.jpg
Shahid Kapoor,Shahid Kapoor,25 February 1981,,172 cm,70 kg,Black,Black,Pisces,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Vegetarian,Reading_Dancing,Married,₹10 Crore/film,₹186 Crores,images/Shahid_Kapoor.jpg
Ayushmann Khurrana,Ayushmann Khurrana,14 September 1984,,175 cm,70 kg,Black,Black,Virgo,Chandigarh_India,Indian,"Majored in English literature ,
Master's degree in Mass Communication",Hinduism,Non-Vegetarian,Singing_Playing Guitar_Writing Poems,Married,₹2-3 Crore/Film,$6 million ,images/Ayushmann_Khurrana.jpg
Kriti Sanon,Kriti Sanon,27 July 1990,,175 cm,56 kg,Brown,Black,Leo,New Delhi,Indian,B. Tech. in Electronics and Telecommunication,Hinduism,,Meditation_cooking_watching cricket,Unmarried,INR 1-2 crore/film ,Not Known,images/Kriti_Sanon.jpg
Diljit Dosanjh,Daljit Singh Dosanjh ,6 January 1984,36 Years,175 cm,,Black,Black,Capricorn,Ludhiana_Punjab_India,Indian,10th standard,Sikhism,Non-Vegetarian,Dancing,Married ,₹4 crore/film,₹170 crore ,images/Diljit_Dosanjh.jpg
Rishabh Pant,Rishabh Rajendra Pant,4 October 1997,,170 cm,65 kg,Black,Black,Libra,Roorkee_Uttarakhand_India,Indian,Not Known,Hinduism,Vegetarian ,Listening to Music_Swimming,Unmarried ,- ₹15 crore (as in 2018),,images/Rishabh_Pant.jpg
Hardik Pandya,Hardik Himanshu Pandya,11 October 1993 (Monday),,183 cm,75 kg,Dark Brown,Black,Libra,Vadodara_Gujarat_India,Indian,9th standard,Hinduism,,Travelling_Listening to Music,Engaged," Rs 50 lakhs,
, Rs 15 lakhs ,
, Rs 6 lakhs,
, Rs 3 lakhs",,images/Hardik_Pandya.jpg
Jacqueline Fernandez,Jacqueline Fernandez,"11 August 1985,
",,170 cm,56 kg,Dark Brown,Black,Leo,Colombo_Sri Lanka,Sri Lankan,Graduate in Mass Communication,Christianity,,Travelling_gymnastics_swimming_dancing,Unmarried,2-3 Crore/film (INR),"$9 million,
",images/Jacqueline_Fernandez.jpg
Jasprit Bumrah,Jasprit Jasbir Singh Bumrah,6 December 1993,,175 cm,70 kg,Black,Black,Sagittarius,Ahmedabad_Gujarat_India,Indian,Not Known,Sikhism,,Listening to Music,Unmarried," ₹7 crore ,
, ₹15 lakh ,
, ₹6 lakh ,
, ₹3 lakh,
, ₹7 crore",Not Known,images/Jasprit_Bumrah.jpg
Aamir Khan,Mohammed Aamir Hussain Khan ,14 March 1965,55 Years,168 cm,70 kg,Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian,12th Standard,Islam,"Vegetarian (At the age of 50, he decided to quit non-vegetarian)",Listening Old Music_Watching Movies_Playing Chess_Tennis and Cricket,Married,₹60 crore/film,₹1302 Crore ($200 Million),images/Aamir_Khan.jpg
Neha Kakkar,Neha Kakkar,6 June 1988,,148 cm,46 Kg,Brown,Black,Gemini,Delhi_India,Indian,Not Known,Hinduism,,Singing,Unmarried ,1.5 Lacs/song (INR),Not Known,images/Neha_Kakkar.jpg
Rohit Sharma,Rohit Gurunath Sharma,30 April 1987,,173 cm,72 kg,Dark Brown,Black,Taurus,Nagpur_Maharashtra_India,Indian ,12th standard,Hinduism,,Travelling_watching movies_playing table tennis & video games,Married," 1 crore (INR)	,
, 15 lakh (INR)	,
, 6 lakh (INR)	,
, 3 lakh (INR)",227 crore (INR),images/Rohit_Sharma.jpg
Ajay Devgn,Ajay Devgn,2 April 1969,,178 cm, 80 kg,Black,Black,Aries,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Sketching_Trekking_Cooking,Married,₹25 Crore/film,₹227 Crore,images/Ajay_Devgn.jpg
"Rajinikanth Age,","Rajinikanth Age,",12 December 1950,,173 cm,75 kg,Dark Brown,White (Semi-bald),Sagittarius,Bengaluru_Karnataka_India,Indian,Diploma in Acting ,Hinduism ,,Travelling_Reading_Gardening,Married,₹40-45 crore/film ,$55 million,"images/Rajinikanth_Age,.jpg"
Shah Rukh,Shah Rukh,2 November 1965 (Tuesday),,173 cm,75 kg,Dark Brown,Black,Scorpio,New Delhi_India,Indian,"• BA (Hons.) in Economics from Hans Raj College,
,
• Masters Degree in Mass Communications (Filmmaking) from Jamia Millia Islamia University",Islam ,Non-Vegetarian ,Playing Computer Games_Collecting Gadgets_Playing Cricket,Married,₹45 crore/film,"₹3780 crores,
$600 million",images/Shah_Rukh.jpg
Ranveer Singh,Ranveer Singh Bhavnani,6 July 1985,,178 cm,75 kg,Dark Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian,"Bachelor of Arts degree from Indiana University, USA",Hinduism,Non-Vegetarian,Collecting Shoes & Hats_Playing and Watching Football_Playing Video Games,Married,₹10 crore/Film,$15 million,images/Ranveer_Singh.jpg
Alia Bhatt,Alia Bhatt,15 March 1993,,160 cm,55 kg,Black,Light Brown,Pisces,Mumbai_India,British ,High School,Atheist,Vegetarian (turned vegetarian in 2015),Singing_Listening to Music_Doing Yoga_Travelling_Cooking_Playing the Piano,Unmarried,₹10 crore/film (as in 2018) ,₹25 crore (as in 2018) ,images/Alia_Bhatt.jpg
Sachin Tendulkar,Sachin Ramesh Tendulkar,24 April 1973 (Tuesday),,165 cm,,Dark Brown,Black,Taurus,Mumbai_Maharashtra_India,Indian ,High School ,Hinduism,,Collecting Perfume_Watches & CD's_Listening to Music,Married,,$160 million (Rs. 1100 crore) (as in 2018),images/Sachin_Tendulkar.jpg
Deepika Padukone,Deepika Padukone,5 January 1986,,173 cm,55 kg,Black,Brown,Capricorn,Bengaluru_Karnataka_India,Indian,College dropout,Hinduism,Non-Vegetarian,Dancing_Reading_Playing badminton_Cooking,Married,Rs. 14 Crore/Film (As in 2018),$20 Million,images/Deepika_Padukone.jpg
Akshay Kumar,Akshay Kumar,9 September 1967,,180 cm,80 kg,Dark Brown,Black,Virgo,Mumbai_India,Canadian ,College Drop-out,Hinduism,Non-Vegetarian,Collecting Posters of Old Bollywood Movies_Cooking_Martial Arts_Playing Volleyball and Cricket ,Married,₹25 crore/film,₹980 crore,images/Akshay_Kumar.jpg
MS Dhoni’s,MS Dhoni’s,,,,,,,,,,,,,,,,,images/MS_Dhoni’s.jpg
Amitabh Bachchan,Amitabh Harivansh Rai Shrivastava,11 October 1942,,188 cm,,Dark Brown,Salt & Pepper,Libra,Allahabad_Uttar Pradesh_India,Indian,Bachelor of Science,Hinduism,Non-vegetarian,Singing_Blogging_Reading,Married,Rs. 20 Crores/film (As in 2018),$400 million; Rs. 2800 Crores (as in 2019) ,images/Amitabh_Bachchan.jpg
Salman Khan,Abdul Rashid Salim Salman Khan ,27 December 1965 ,,,,Brown,Black,Capricorn,Mumbai (he spent his childhood at 21_Palasia in Indore & Gwalior) ,Indian ,College Drop-Out ,He identifies himself as both Hindu and Muslim; he says “I’m Hindu and Muslim both. I’m Bharatiya (an Indian). My father is Muslim and my mother is Hindu.” ,Non-Vegetarian ,Swimming ,Unmarried,₹60 crore/film ,$300 Million (₹1950 Crore) ,images/Salman_Khan.jpg
